,principio_activo,concentracion,unidad_de_dispensacion,fabricante,unidad_base,canal,precio_por_tableta,factoresprecio,numerofactor,precio_por_tableta_float,log_precio_por_tableta,concentracion_filtrado,concentracion_en_gramos,principio_activo_encoded,unidad_de_dispensacion_encoded,fabricante_encoded,factoresprecio_encoded,canal_encoded,precio_normalizado
1233,tiamina (vit b1),tiamina (vit b1) 300 mg,Tableta o cápsula,Memphis,mg,Comercial,152.31,Medio,2,152.31,5.032462015322363,300 mg,0.3,1666,27,279,2,0,-0.21099302025665886
185,sildenafil,sildenafil 50 mg,Tableta o cápsula,Mk,mg,Comercial,"2,747.75",Medio,2,2747.75,7.918901541868971,50 mg,0.05,1557,27,290,2,0,-0.06846908290274514
11634,tramadol,tramadol 50 mg,Tableta o cápsula,Memphis,mg,Institucional,467.80,Medio,2,467.8,6.1501762382628025,50 mg,0.05,1704,27,279,2,1,-0.19366845216963458
2465,aciclovir,aciclovir 5 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,La Sante,g,Comercial,"8,547.80",Medio,2,8547.8,9.053546201203506,5 g,5.0,48,1,237,2,0,0.2500302709060761
7234,norfloxacina,norfloxacina 400 mg,Tableta o cápsula,Pentacoop,mg,Institucional,200.05,Medio,2,200.05,5.303553633343283,400 mg,0.4,1336,27,335,2,1,-0.20837146369234766
2715,acetaminofen,acetaminofen 3 g,Jarabe,Best,ml,Comercial,"7,524.45",Medio,2,7524.45,8.92604588849354,3 g,3.0,12,10,55,2,0,0.19383483919078795
11825,poliestireno sulfonato de calcio,"poliestireno sulfonato de calcio 99,8 g",Polvo para reconstituir a Solución o suspensión oral,Rubio,g,Institucional,"139,363.64",Medio,2,139363.64,11.844849086595207,8 g,8.0,1442,14,381,2,1,7.433547741955148
1297,quetiapina,quetiapina 25 mg,Tableta o cápsula,Mega Labs,mg,Comercial,308.27,Medio,2,308.27,5.734214681776403,25 mg,0.025,1493,27,276,2,0,-0.20242875628996482
4870,isotretinoina,isotretinoina 20 mg,tableta o cápsula,Mega Lifesciences,mg,Comercial,"3,939.35",Medio,2,3939.35,8.279024830833917,20 mg,0.02,1055,30,277,2,0,-0.003034503890738103
8544,azitromicina,azitromicina 15 mg,Solución o suspensión oftálmica,Thea,mg,Institucional,"6,900.22",Bajo,1,6900.22,8.839453486550227,15 mg,0.015,227,20,419,1,1,0.15955636717277424
10845,carfilzomib,carfilzomib 60 mg,Polvo para reconstituir a Solución o suspensión inyectable,Dr Reddys,mg,Institucional,"4,066,666.67",Alto,3,4066666.67,15.218334467756657,60 mg,0.06,376,13,124,0,1,223.09435709125833
449,metilfenidato,"metilfenidato 3,76 mg + metilfenidato 10,24 mg + metilfenidato 4 mg",Tableta o cápsula de liberación modificada,Janssen,mg,Comercial,"6,084.30",Medio,2,6084.3,8.713631305767562,76 mg + 24 mg + 4 mg,0.10400000000000001,1207,28,224,2,0,0.1147515822554557
8451,pramipexola,pramipexola 3 mg,Tableta o cápsula de liberación modificada,Boehringer,mg,Institucional,"7,826.85",Medio,2,7826.85,8.965443166349747,3 mg,0.003,1460,28,78,2,1,0.21044059338114626
3693,dexametasona,dexametasona 20 mg,Solución o suspensión oral,Tecnofar,ml,Comercial,"73,764.08",Alto,3,73764.08,11.208640727876261,20 mg,0.02,555,21,414,0,0,3.8312654391917214
5023,selexipag,selexipag 200 mcg,Tableta o cápsula,Janssen,mcg,Comercial,"194,764.00",Medio,2,194764.0,12.179548982589816,200 mcg,0.00019999999999999998,1546,27,224,2,0,10.47575925061043
9217,piperacilina y tazobactam,"piperacilina 4 g + tazobactam 0,5 g",Polvo para reconstituir a Solución o suspensión inyectable,North China,g,Institucional,789.90,Medio,2,789.9,6.673171537525372,4 g + 5 g,9.0,1425,13,309,2,1,-0.17598090777573774
381,solucion hipertonicapara dialisis peritoneal,solucion hipertonicapara dialisis peritoneal,Solución o suspensión inyectable,Fresenius,ml,Comercial,"23,642.00",Alto,3,23642.0,10.070822367021758,,0.0,1579,19,164,0,0,1.078901219649813
3068,buclizina,buclizina 25 mg,Tableta o cápsula,Quimica Patric,mg,Comercial,723.30,Bajo,1,723.3,6.5852056712012805,25 mg,0.025,314,27,363,1,0,-0.1796381274486143
1155,acido acetilsalicilico,acido acetil salicilico 81 mg,Tableta o cápsula,Bayer,mg,Comercial,"1,340.98",Medio,2,1340.98,7.2019014142909175,81 mg,0.081,49,27,50,2,0,-0.14571933694497505
8420,carbamazepina,carbamazepina 2 g,Solución o suspensión oral,Bioquifar,ml,Institucional,"3,818.50",Bajo,1,3818.5,8.247874802981414,2 g,2.0,355,21,66,1,1,-0.009670765113968253
8797,nitroprusiato de sodio,nitroprusiato de sodio 50 mg,Solución o suspensión inyectable,Ecar,ml,Institucional,"30,979.17",Medio,2,30979.17,10.341102601367037,50 mg,0.05,1332,19,127,2,1,1.481808764202958
3948,acido aspartico,acido aspartico,Solución o suspensión inyectable,Braun Melsungen,ml,Comercial,"39,881.67",Medio,2,39881.67,10.593697172687223,,0.0,58,19,83,2,0,1.9706736011066108
1728,topiramato,topiramato 25 mg,Tableta o cápsula,Sandoz,mg,Comercial,325.00,Bajo,1,325.0,5.786897381366708,25 mg,0.025,1698,27,388,1,0,-0.20151005831508156
11489,isosorbida dinitrato,isosorbida dinitrato 5 mg,Tableta o cápsula,Bago,mg,Institucional,950.25,Medio,2,950.25,6.857776909175896,5 mg,0.005,1052,27,47,2,1,-0.16717557482460035
8355,furosemida,furosemida 20 mg,Solución o suspensión inyectable,Vitalis,ml,Institucional,386.00,Medio,2,386.0,5.958424693029782,20 mg,0.02,857,19,436,2,1,-0.19816035260869314
2425,bleomicina,bleomicina 15 ui,Polvo para reconstituir a Solución o suspensión inyectable,Venus,ui,Comercial,"60,981.71",Bajo,1,60981.71,11.018345660355045,,0.0,285,13,427,1,0,3.129344492795524
1253,acido alendronico,acido alendronico   70 mg,Tableta o cápsula,American Generics,mg,Comercial,"6,281.48",Medio,2,6281.48,8.7455200859666,70 mg,0.07,52,27,24,2,0,0.12557936866833544
6391,oxcarbazepina,oxcarbazepina 600 mg,Tableta o cápsula,Novartis,mg,Institucional,"1,142.75",Alto,3,1142.75,7.042067616589731,600 mg,0.6,1365,27,311,0,1,-0.15660478222657134
3582,fluconazol y secnidazol,fluconazol 75 mg + secnidazol 1000 mg,Tableta o cápsula,Bussié,mg,Comercial,"18,141.85",Medio,2,18141.85,9.80603182268455,75 mg + 1000 mg,1.075,822,27,87,2,0,0.7768703370105962
2503,ibuprofeno,ibuprofeno 2 g,Solución o suspensión oral,Patmar,ml,Comercial,"12,424.45",Medio,2,12424.45,9.427502067612823,2 g,2.0,975,21,333,2,0,0.4629095598678898
4838,brivaracetam,brivaracetam 1000 mg,Solución o suspensión oral,Ucb,ml,Comercial,"993,083.00",Medio,2,993083.0,13.808570531594611,1000 mg,1.0,294,21,424,2,0,54.31401678861518
8856,rosuvastatina y ezetimiba,rosuvastatina 10 mg + ezetimiba 10 mg,Tableta o cápsula,Mega Labs,mg,Institucional,"1,425.42",Bajo,1,1425.42,7.262923087763028,10 mg + 10 mg,0.02,1526,27,276,1,1,-0.14108246563600066
3282,montelukast,montelukast 10 mg,Tableta o cápsula,Msn Laboratories Private,mg,Comercial,850.00,Bajo,1,850.0,6.7464121285733745,10 mg,0.01,1255,27,294,1,0,-0.17268062395682066
5538,acido ursodesoxicolico,acido ursodesoxicolico 300 mg,Tableta o cápsula,Zambon,mg,Comercial,"2,540.25",Medio,2,2540.25,7.840411364942557,300 mg,0.3,99,27,442,2,0,-0.07986357362529589
11193,etinilestradiol y levonorgestrel,"etinilestradiol 0,02 mg + levonorgestrel 0,1 mg",Tableta o cápsula,Tecnofarma,mg,Institucional,230.25,Medio,2,230.25,5.443499376392535,02 mg + 1 mg,0.003,731,27,415,2,1,-0.20671308480164388
3784,simeticona y trimebutina,trimebutina 200 mg + simeticona 120 mg,Tableta o cápsula,Tecnoquimicas,mg,Comercial,"1,791.60",Medio,2,1791.6,7.491422358923261,200 mg + 120 mg,0.32,1564,27,416,2,0,-0.12097434702017594
3437,milrinona,milrinona 10 mg,Solución o suspensión inyectable,Proclin,ml,Comercial,"8,040.00",Bajo,1,8040.0,8.99230873254815,10 mg,0.01,1240,19,354,1,0,0.2221453437306002
2191,venlafaxina,venlafaxina 75 mg,Tableta o cápsula de liberación modificada,La Sante,mg,Comercial,736.04,Medio,2,736.04,6.602642164800677,75 mg,0.075,1768,28,237,2,0,-0.1789385331748538
5893,piracetam,piracetam 800 mg,Tableta o cápsula,Tecnoquimicas,mg,Comercial,766.55,Medio,2,766.55,6.64320362391921,800 mg,0.8,1428,27,416,2,0,-0.17726313118957662
11281,insulina (humana),insulina (humana) 300 ui,Solución o suspensión inyectable,Eli Lilly,ml,Institucional,"19,600.00",Medio,2,19600.0,9.883335864325275,,0.0,1021,19,129,2,1,0.8569420316953547
10347,acido micofenolico,acido micofenolico 180 mg,Tableta o cápsula,Intas,mg,Institucional,"1,543.75",Medio,2,1543.75,7.3426173639410885,180 mg,0.18,82,27,217,2,1,-0.13458458569769016
3079,levocetirizina,"levocetirizina 0,05 g",Solución o suspensión oral,Genfar,ml,Comercial,"52,189.00",Alto,3,52189.0,10.862646184637459,05 g,5.0,1106,21,173,0,0,2.6465085770312875
7309,glucosamina sulfato. condroitina sulfato y metilsulfonilmetano,condroitina sulfato 1200 mg + metilsulfonilmetano 2400 mg + glucosamina sulfato 1500 mg,Polvo para reconstituir a Solución o suspensión oral,Procaps,g,Institucional,"2,673.64",Medio,2,2673.64,7.891570070834229,1200 mg + 2400 mg + 1500 mg,5.1,892,14,353,2,1,-0.07253870076996556
6948,montelukast,montelukast 10 mg,Tableta o cápsula,Procaps,mg,Institucional,440.00,Medio,2,440.0,6.089044875446846,10 mg,0.01,1255,27,353,2,1,-0.19519503936041488
6648,betametasona + neomicina + clotrimazol,"clotrimazol 1 mg + neomicina 0,5 mg + betametasona 0,04 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Genfar,g,Institucional,"4,235.00",Medio,2,4235.0,8.351374706721296,1 mg + 5 mg + 04 g,4.006,260,1,173,2,1,0.013200586143585403
530,vacuna difteria-pertusis-poliomielitis-tetanos,vacuna difteria-pertusis-poliomielitis-tetanos,Solución o suspensión inyectable,Sanofi Aventis,ml,Comercial,"89,335.00",Medio,2,89335.0,11.400159821125628,,0.0,1745,19,389,2,0,4.6863146125969255
3100,clobetasol,"clobetasol 0,05 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Profma,g,Comercial,"15,953.63",Medio,2,15953.63,9.677504348220946,05 g,5.0,452,1,358,2,0,0.6567081563411987
9410,esomeprazol,esomeprazol 40 mg,Tableta o cápsula,Procaps,mg,Institucional,974.17,Bajo,1,974.17,6.882611814773447,40 mg,0.04,707,27,353,1,1,-0.16586205088202968
11613,ibuprofeno,ibuprofeno 600 mg,Tableta o cápsula,Tecnoquimicas,mg,Institucional,213.83,Medio,2,213.83,5.369847017686958,600 mg,0.6,975,27,416,2,1,-0.2076147596819537
3669,acido salicilico y betametasona,"betametasona 0,05 g + acido salicilico 3 g",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Merck Sharp Dome,g,Comercial,"58,565.00",Medio,2,58565.0,10.97790960240302,05 g + 3 g,8.0,89,1,282,2,0,2.9966351931613286
7377,isoconazol,isoconazol 1 g + isoconazol 10 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Novamed,g,Institucional,"30,153.33",Medio,2,30153.33,10.314083807100696,1 g + 10 g,11.0,1047,1,310,2,1,1.4364592402592893
4807,fenofibrato de colina,fenofibrato de colina 135 mg,Tableta o cápsula,Mk,mg,Comercial,"2,523.86",Bajo,1,2523.86,7.8339408946277445,135 mg,0.135,792,27,290,1,0,-0.08076360110935664
8287,zopiclona,"zopiclona 7,5 mg",Tableta o cápsula,Tecnoquimicas,mg,Institucional,566.33,Medio,2,566.33,6.3409411450072914,5 mg,0.005,1814,27,416,2,1,-0.1882578537556928
11471,acetaminofen y hioscina,hioscina 10 mg + acetaminofen 325 mg,Tableta o cápsula,Sanofi Aventis,mg,Institucional,"1,497.27",Medio,2,1497.27,7.312066388156257,10 mg + 325 mg,0.335,37,27,389,2,1,-0.13713695161954154
8615,clobetasol,"clobetasol 0,05 g",Solución o suspensión tópica,Profma,ml,Institucional,"20,071.67",Medio,2,20071.67,9.907114467321767,05 g,5.0,452,24,358,2,1,0.8828429446548992
10778,risperidona,risperidona 2 mg,Tableta o cápsula,Momenta,mg,Institucional,252.00,Bajo,1,252.0,5.53338948872752,2 mg,0.002,1513,27,291,1,1,-0.20551872252108735
3995,levofloxacina,levofloxacina 500 mg,Solución o suspensión inyectable,Biofluidos & Farma,ml,Comercial,"18,000.00",Medio,2,18000.0,9.798182590890704,500 mg,0.5,1115,19,61,2,0,0.7690808984130357
144,sildenafil,sildenafil 50 mg,Tableta o cápsula,Lafrancol,mg,Comercial,"8,926.70",Alto,3,8926.7,9.09691408190599,50 mg,0.05,1557,27,244,0,0,0.2708368855314953
9982,carboximetilcelulosa,carboximetilcelulosa 5 mg,Solución o suspensión oftálmica,Vitalis,ml,Institucional,"4,000.00",Medio,2,4000.0,8.294299608857235,5 mg,0.005,372,20,436,2,1,0.000295982192744805
4604,linezolid,linezolid 2 mg,Solución o suspensión inyectable,Corpaul,ml,Comercial,"3,258.43",Bajo,1,3258.43,8.089307612447532,2 mg,0.002,1135,19,110,1,0,-0.040426005687361
2678,ciprofloxacina,ciprofloxacina 500 mg,Tableta o cápsula,La Sante,mg,Comercial,550.17,Medio,2,550.17,6.312043291512892,500 mg,0.5,423,27,237,2,0,-0.1891452512018442
2492,sucralfate,sucralfate 20 g,Solución o suspensión oral,Farmaser,ml,Comercial,"44,000.00",Medio,2,44000.0,10.691967639914864,20 g,20.0,1590,21,153,2,0,2.1968243142507187
9572,atazanavir,atazanavir 200 mg,Tableta o cápsula,Clinicos Y Hospitalarios,mg,Institucional,"1,337.50",Bajo,1,1337.5,7.199304862960407,200 mg,0.2,209,27,100,1,1,-0.14591043490986408
7039,doxiciclina,doxiciclina 100 mg,Tableta o cápsula,Winthrop,mg,Institucional,132.67,Bajo,1,132.67,4.895374075983382,100 mg,0.1,643,27,440,1,1,-0.2120715156676993
3169,carbonato de calcio + bicarbonato de sodio + alginato de sodio,eplerenona 25 mg,Tableta o cápsula,Pfizer,mg,Comercial,"3,244.84",Medio,2,3244.84,8.085129455424061,25 mg,0.025,363,27,338,2,0,-0.041172276188177676
10103,ceftolozano y tazobactam,"tazobactam 0,5 g + ceftolozano 1 g",Polvo para reconstituir a Solución o suspensión inyectable,Merck Sharp Dome,g,Institucional,"251,519.80",Medio,2,251519.8,12.435280968879498,5 g + 1 g,6.0,393,13,282,2,1,13.592402318325828
8317,lacosamida,lacosamida 100 mg,Tableta o cápsula,Ucb,mg,Institucional,"4,874.50",Alto,3,4874.5,8.491977942275174,100 mg,0.1,1075,27,424,0,1,0.04831758285236226
5282,penicilina g sodica,penicilina g sodica 5000000 ui,Polvo para reconstituir a Solución o suspensión inyectable,Vitalis,ui,Comercial,"4,000.00",Medio,2,4000.0,8.294299608857235,,0.0,1405,13,436,2,0,0.000295982192744805
4256,lidocaina,"lidocaina 5,5 mg",Solución o suspensión bucal,Novamed,ml,Comercial,"14,891.58",Medio,2,14891.58,9.608618381319873,5 mg,0.005,1125,17,310,2,0,0.5983875834646445
10417,etinilestradiol y clormadinona,"clormadinona 2 mg + etinilestradiol 0,03 mg",Tableta o cápsula,Farmaceutica Paraguaya,mg,Institucional,"1,054.00",Medio,2,1054.0,6.961296045910167,2 mg + 03 mg,0.005,726,27,145,2,1,-0.161478329463325
788,acido ascorbico (vit c),vitamina c 500 mg,Solución o suspensión inyectable,Ryan,ml,Comercial,"5,625.00",Bajo,1,5625.0,8.635153989049803,500 mg,0.5,56,19,383,1,0,0.0895299456826
11744,azitromicina,azitromicina 500 mg,Tableta o cápsula,Pfizer,mg,Institucional,"26,131.42",Alto,3,26131.42,10.170931968080067,500 mg,0.5,227,27,338,0,1,1.2156032586596068
9623,acetaminofen + fenilefrina + levocetirizina,acetaminofen 500 mg + fenilefrina 20 mg + levocetirizina 3 mg,Polvo para reconstituir a Solución o suspensión oral,Tecnoquimicas,g,Institucional,"2,127.00",Medio,2,2127.0,7.662937850461535,500 mg + 20 mg + 3 mg,0.523,26,14,416,2,1,-0.10255645695586983
9371,posaconazol,posaconazol 100 mg,Tableta o cápsula de liberación modificada,Merck Sharp Dome,mg,Institucional,"62,910.00",Medio,2,62910.0,11.04947630816179,100 mg,0.1,1454,28,282,2,1,3.235233083231126
4464,acetaminofen,"acetaminofen 3,2 g",Solución o suspensión oral,Mk,ml,Comercial,"7,473.50",Medio,2,7473.5,8.919252506389569,2 g,2.0,12,21,290,2,0,0.19103701122782912
2030,metadoxina,metadoxina 500 mg,Tableta o cápsula,Incobra,mg,Comercial,"5,154.13",Medio,2,5154.13,8.54774761436781,500 mg,0.5,1193,27,213,2,0,0.06367296328969654
4702,olopatadina,olopatadina 7 mg,Solución o suspensión oftálmica,Synthesis,ml,Comercial,"79,519.00",Medio,2,79519.0,11.283763841330456,7 mg,0.007,1351,20,413,2,0,4.147286559909898
7756,esomeprazol,esomeprazol 40 mg,Polvo para reconstituir a Solución o suspensión inyectable,Vitalis,mg,Institucional,"3,691.67",Medio,2,3691.67,8.21410505261455,40 mg,0.04,707,13,436,2,1,-0.016635407322841068
6670,vacuna difteria-pertusis-poliomielitis-tetanos,vacuna difteria-pertusis-poliomielitis-tetanos,Solución o suspensión inyectable,Sanofi Aventis,ml,Institucional,"89,335.00",Medio,2,89335.0,11.400159821125628,,0.0,1745,19,389,2,1,4.6863146125969255
7434,acetilcisteina,acetilcisteina 600 mg,Polvos o granulados,Ecar,g,Institucional,673.33,Medio,2,673.33,6.513719605333686,600 mg,0.6,46,15,127,2,1,-0.1823821404674377
4438,paliperidona,paliperidona 410 mg,Solución o suspensión inyectable,Janssen,ml,Comercial,"2,781,195.00",Medio,2,2781195.0,14.838391608977863,410 mg,0.41000000000000003,1381,19,224,2,0,152.50498351093637
431,albendazol,albendazol 200 mg,Tableta o cápsula,American Generics,mg,Comercial,799.20,Medio,2,799.2,6.684861696423135,200 mg,0.2,126,27,24,2,0,-0.17547021493853426
7259,betahistina,betahistina 16 mg,Tableta o cápsula,Grunenthal,mg,Institucional,"1,033.75",Alto,3,1033.75,6.941915130628842,16 mg,0.016,254,27,193,0,1,-0.16259032193142933
1780,trimetropim y polimixina,"trimetoprim 0,1 g + polimixina b sulfato 1000000 ui",Cremas o geles o ungüentos o pomadas o pastas o jaleas,Oftalmoquimica,g,Comercial,"39,031.25",Medio,2,39031.25,10.572143506476186,1 g,1.0,1726,1,317,2,0,1.9239743105028924
8193,factor de coagulacion viii,factor de coagulacion viii 250 ui,Polvo para reconstituir a Solución o suspensión inyectable,Pfizer,ui,Institucional,"311,570.00",Alto,3,311570.0,12.649382520611688,,0.0,750,13,338,0,1,16.889951459469522
5761,vitamina b1,vitamina b1 1 g,Solución o suspensión inyectable,Ecar,ml,Comercial,"9,701.67",Medio,2,9701.67,9.180156384346974,1 g,1.0,1788,19,127,2,0,0.3133929745688695
10168,bortezomib,"bortezomib 3,5 mg",Polvo para reconstituir a Solución o suspensión inyectable,Lkm,mg,Institucional,"259,500.00",Medio,2,259500.0,12.466515835145202,5 mg,0.005,287,13,258,2,1,14.030620703213055
349,atorvastatin,atorvastatina 10 mg,Tableta o cápsula,Genfar,mg,Comercial,"2,137.36",Medio,2,2137.36,7.6677944590754965,10 mg,0.01,213,27,173,2,0,-0.1019875561178668
9613,promestrieno,promestrieno 1 g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Eurofarma,g,Institucional,"22,371.73",Medio,2,22371.73,10.015598085482436,1 g,1.0,1480,1,137,2,1,1.0091466185407307
9694,factor viii humano de coagulación,factor viii humano de coagulación 250 ui,Polvo para reconstituir a Solución o suspensión inyectable,Novo Nordisk,ui,Institucional,"237,500.00",Bajo,1,237500.0,12.377927112974284,,0.0,763,13,312,1,1,12.822530120581169
42,levodopa y carbidopa,levodopa 250 mg + carbidopa 25 mg,Tableta o cápsula,Sanofi Aventis,mg,Comercial,"1,623.49",Alto,3,1623.49,7.392949199349981,250 mg + 25 mg,0.275,1112,27,389,0,0,-0.13020580646773258
10328,clormadinona y etinilestradiol,"etinilestradiol 0,03 mg + clormadinona 2 mg",Tableta o cápsula,Lafrancol,mg,Institucional,977.34,Medio,2,977.34,6.885857257880921,03 mg + 2 mg,0.005,476,27,244,2,1,-0.1656879760117141
981,sulfametoxazol y trimetoprim,sulfametoxazol 800 mg + trimetoprim 160 mg,Tableta o cápsula,Comerfar,mg,Comercial,"1,166.25",Alto,3,1166.25,7.062405833851046,800 mg + 160 mg,0.9600000000000001,1601,27,108,0,0,-0.1553143218314873
2312,risperidona,risperidona 2 mg,Tableta o cápsula,Tecnoquimicas,mg,Comercial,703.88,Bajo,1,703.88,6.558027575558475,2 mg,0.002,1513,27,416,1,0,-0.18070454195382843
3403,sildenafil,sildenafil 50 mg,Tableta o cápsula,Best,mg,Comercial,"5,140.83",Alto,3,5140.83,8.545164326213573,50 mg,0.05,1557,27,55,0,0,0.06294261761928727
3006,acido micofenolico,acido micofenolico   500 mg,Tableta o cápsula,Sandoz,mg,Comercial,"1,570.00",Bajo,1,1570.0,7.359467638255621,500 mg,0.5,82,27,388,1,0,-0.13314311397977713
9319,empagliflozina,empagliflozina 25 mg,Tableta o cápsula,Boehringer,mg,Institucional,"3,918.27",Medio,2,3918.27,8.273660690952779,25 mg,0.025,673,27,78,2,1,-0.004192074321732651
5165,meloxicam,meloxicam 15 mg,Tableta o cápsula,Boehringer,mg,Comercial,"7,395.50",Alto,3,7395.5,8.90876219433229,15 mg,0.015,1174,27,78,0,0,0.1867537809803161
3274,estradiol valerato y dienogest,estradiol valerato y dienogest,Tableta o cápsula,Lafrancol,mg,Comercial,975.31,Medio,2,975.31,6.883780158932421,,0.0,716,27,244,2,0,-0.16579944982456604
10877,cabazitaxel,cabazitaxel 60 mg,Solución o suspensión inyectable,Msn Laboratories Private,ml,Institucional,"8,500,000.00",Medio,2,8500000.0,15.955576839107596,60 mg,0.06,326,19,294,2,1,466.5429137113065
9764,hidrocodona y naproxeno,hidrocodona 10 mg + naproxeno 250 mg,Tableta o cápsula,Lafrancol,mg,Institucional,"3,778.40",Medio,2,3778.4,8.237320545855939,10 mg + 250 mg,0.26,929,27,244,2,1,-0.011872784766856366
5262,lamotrigina,lamotrigina 100 mg,Tableta o cápsula,Glaxosmithkline,mg,Comercial,"1,378.00",Alto,3,1378.0,7.229113877793302,100 mg,0.1,1086,27,181,0,0,-0.1436864499736554
8817,citrato de potasio,citrato de potasio 1080 mg,Tableta o cápsula de liberación modificada,Mission Pharmacal,mg,Institucional,"1,142.00",Medio,2,1142.0,7.04141166379481,1080 mg,1.08,438,28,289,2,1,-0.15664596713279744
916,acido acetilsalicilico + bicarbonato de sodio + cafeina,"bicarbonato de sodio 2,51 g + acido acetil salicilico 0,65 mg + cafeina 0,065 g",Polvos o granulados,Tecnofarma,g,Comercial,"2,870.78",Medio,2,2870.78,7.962687325562748,51 g + 65 mg + 065 g,116.065,50,15,415,2,0,-0.06171311088541782
4995,antiacidos-antireflujo,antiacidos-antireflujo,Solución o suspensión oral,Tecnofar,ml,Comercial,"47,577.40",Medio,2,47577.4,10.770134155716917,,0.0,191,21,414,2,0,2.3932708256283237
